_id,deleteDate,workflowFileTypeName,workflowFileTypeCode,creationDate,__v
60143f1fc29f452b4cb978b5,null,Procedure,PRS,2021-01-29T17:00:15.546Z,0
60143f1fc29f452b4cb978b6,null,Form,FRM,2021-01-29T17:00:15.549Z,0
60143f1fc29f452b4cb978b7,null,Workflow,İŞA,2021-01-29T17:00:15.551Z,0
60143f1fc29f452b4cb978b8,null,Senate Decisions,SNK,2021-01-29T17:00:15.560Z,0
