_id,endDate,registeredUserId,startDate,__v
60143e26c29f452b4cb978b3,null,60143a469825ec45ac480f98,2021-01-29T16:56:06.632Z,0
60143e2ac29f452b4cb978b4,null,60143a109825ec45ac480f97,2021-01-29T16:56:10.494Z,0
